Código;Código alternativo;Nombre;Marca
55586386;TLH-02;ASPA DE BLOQUEO PLASTICA HASTA 4 CANDADOS          CON ARCO DE 3MM;GO-LOTO
75023806;EP-8311P;ASPA MULTIPLICADOR BLOQUEO P/6 CANDADOS ALUMINIO;BRADY
90023193;LSH-01;ASPA MULTIPLICADOR BLOQUEO P/6 CANDADOS ALUMINIO;GO-LOTO
75017646;39480;ASPAS DE BLOQUEO ALUMINIO EN ROJO, LEYENDA ESPAÑOL ( PELIGRO - NO HACER FUNCIONAR - PRECIO X 5 UNID);BRADY
75026225;39480;ASPAS DE BLOQUEO ALUMINIO EN ROJO, LEYENDA ESPAÑOL ( PELIGRO - NO HACER FUNCIONAR - PRECIO X UNIDAD);BRADY
92310012;R15S;ASPERSOR BOQUILLA DE 10 MM R15S;ROSSI
75007946;435;ASPERSOR P/RIEGO CON ESTACA NAAN 435               ( ASPERSOR + ESTACA );NAAN
90652333;233PC;"ASPERSOR SECTORIAL CONEXION 3/4""BRONCE";NAAN
90036501;3.175;ASPIRADOR DE ACEITE ELECTRICO 50 LITROS            CON VISUALIZADOR;MAQUIN PARTS
56600334;AR334;ASPIRADOR DE ACEITE NEUMATICO C/VISOR;VULCANO
75008776;AR335;ASPIRADOR DE ACEITE NEUMATICO C/VISOR Y BANDEJA    RECOLECTORA;VULCANO
85000005;A198_ASPEMERVAC;ASPIRADOR PORTATIL MANUAL SISTEMA PISTOLA NEW      EMERGENCY-VAC, MODELO 7B-1 (ADULTO-PEDIATRICO);FIORINO
70105023;2402233;ASPIRADOR VC 2D-22;HILTI
94132005;133001;ASPIRADORA  POLVO/LIQUIDO DE 20LT 220V 1400W;BTA
90024395;G2202ARA;ASPIRADORA 12 LITROS, 1000 W, 220V - 50Hz          RUIDO : 78-80 db(A) | 4.5 KG;GAMMA
21252003;LA-1500MM;ASPIRADORA 1400W, 15 LITROS MODELO LA-1500MM       (TENSION 220V - 50 HZ);LUSQTOFF
75027176;T141;ASPIRADORA 1600W, CAPACIDAD 14 LTS MODELO T141     (CAUDAL DE AIRE: 47 L/S);KARCHER
90025197;ASPIRO T520 CASETINA;ASPIRADORA 3 HP 380V, 77 LITROS CASETINA           (POLVO / LIQUIDO MONOTURBINA);HIDROLIMP
1E+14;;ASPIRADORA 80 LITROS SIN REPARAR;
75027195;TE-VC 18 Li - Solo;ASPIRADORA A BATERIA MOD. TE-VC 18 Li - SOLO       (NO INCLUYE CARGADOR NI BATERIA);EINHELL
75026137;BI POWER;ASPIRADORA BI POWER MICROVAC CON DUST DEPUTY       TRIFASICA / C/ MANG. Y ACCESORIOS ANTIESTATICOS;TURBION
75025145;AERO 30;ASPIRADORA CAP. 30L / 1000W - 220V MODELO AERO 30;TURBION
70010710;084201;ASPIRADORA CON TANQUE DE 19 LITROS MOD. SL18138;STANLEY
99992672;TE-VC 18LII+BAT;ASPIRADORA DE MANO INALAMBRICA 18V;EINHELL
94132009;ST-910;ASPIRADORA DE MANO POWERFUL HANDY ST-910           (VACUUM CLEANER);SPROTEK
75025520;MK0885-20;ASPIRADORA DE MOCHILA MK 0885-20 + BATERIA 3.0AH;MILWAUKEE
21253952;06019C6302;ASPIRADORA DE POLVO A BATERIA MOD. GAS 18V-10 L    PREMIUM SB + 2AC;BOSCH
75025639;NT151;ASPIRADORA DE SOLIDOS Y LIQUDOS MODELO NT-151      (1400W, 150 MB, FUNCION DE SOPLADO);KARCHER
75027515;602.AH1200;ASPIRADORA HUMEDO/ SECO 30 LTS;BELARRA
98565117;7000 POWER OIL;"ASPIRADORA IND. TRIFASICA ""7000 POWER OIL""         MOTOR 4HP / CAUDAL 7 m3/min / CAP. 75 LTS";TURBION
90026205;;ASPIRADORA INDUSTRIAL 1 MOTOR DOBLE ETAPA 30 LT    MARCA HIDROVAC;
75018161;451231F403;ASPIRADORA INDUSTRIAL 3000W TRES MOTORES           -ART.451231F403;TURBION
90023805;;ASPIRADORA INDUSTRIAL 3HP 380V ACCESORIOS 38MM;
90025272;GMAI803;ASPIRADORA INDUSTRIAL 3X1000W CAPACIDAD 80LTS 220V;GAMMA
48021022;ASP60-2000;ASPIRADORA INDUSTRIAL 60 LTS, 200W, 2 MOTORES;DAIHATSU
75014066;AERO 35;ASPIRADORA INDUSTRIAL MODELO AERO 35               - CON FILTRO HEPA;TURBION
55251489;TURBO8000;ASPIRADORA INDUSTRIAL MODELO TURBO 8000;TURBION
98523020;LA2501M;ASPIRADORA INDUSTRIAL POLVO Y AGUA - 25 LTS;LUSQTOFF
70003044;FLY VAC PLUS;ASPIRADORA INDUSTRIAL POLVO Y AGUA, POT 1500 W     (MOD. FLY VAC PLUS) TANQUE INOX 55 LITROS;TURBION
90007169;TURBO BI GLASS;ASPIRADORA INDUSTRIIAL TURBO BI POWER GLASS.       TANQUE DE 75 LTS - ((EX  TURBO 8000 GLASS);TURBION
90023708;LTL20-8;ASPIRADORA LAVATAPIZADOS 1400W CAPACIDAD 20 LTS;LUSQTOFF
98523022;LTL20-8;ASPIRADORA LIMMPIA LAVA TAPIZADOS Y ALFOMBRAS      1400W;LUSQTOFF
75025926;;ASPIRADORA POLVO LIQUIDO 15 LRS. 1000 W SOPLADORA;
40680501;AS3314;ASPIRADORA POLVO Y AGUA 1200W CAPACIDAD 16 LTS;YELMO
90015940;132020;ASPIRADORA PORTATIL 30 LTS MONOFASICA;BTA
75024558;NT 30/1;ASPIRADORA PROFESIONAL 30 LITROS MODELO NT 30/1;KARCHER
75017977;BI-POWER;ASPIRADORA PROFESIONAL DOS MOTORES MODELO BI-POWER;TURBION
90024382;AERO 21;ASPIRADORA PROFESIONAL MOD AERO 21/ 1200W CAP 21LT MONOF;TURBION
40683003;Z900;ASPIRADORA ROBOT GADNIC Z900 TRAPEADORA            , INTELIGENTE, CONTROL APP;GADNIC
75022739;NT702;ASPIRADORA SECO-HUMEDO CAP. 70 LTS MOD. NT70/2     (CON DOS MOTORES, POTENCIA 2200W);KARCHER
75018543;WD3K;ASPIRADORA SECO-LIQUIDO 1400W MOD. WD3K;KARCHER
90024268;AERO 37;ASPIRADORA SIST. VACIO PROFECIONAL;TURBION
90024267;AERO 1000;ASPIRADORA SIST. VACIO PROFECIONAL TQ POLIETILENO;IND ARG
90025425;;ASPIRADORA SIST.DE VACIO PROFESIONAL BI POWER      DT/AC.INOX;TURBION
75024564;TRI POWER PVC;ASPIRADORA SISTEMA VACIO PROFESIONAL TRI POWER PVC;TURBION
90007466;WD1K;ASPIRADORA SOLIDOS-LIQUIDOS  MOD. WD1K;KARCHER
48021012;NT381;ASPIRADORA SOLIDOS-LIQUIDOS PROFESIONAL MOD. NT381 (CAUDAL DE AIRE: 59 L/S), POTENCIA 1500W;KARCHER
90026165;58912201;ASPIRADORA SOPLADORA DE TACHO POLVO/LIQUIDO 10 LIT 1400W MARCA: SHOPVAC;
90025199;M510 ECO;ASPIRADORA TRIFASICA MODELO M510 ECO               (POTENCIA 2,5 HP VOLT 220 V);HIDROLIMP
48021102;;ASPIRADORA VC3 0.9L;KARCHER
81115532;6620EVOBAS;ASSY EYEWASH SPRAYER;EPITEC EUROPA
81115534;6624EVO/BAS;ASSY EYEWASH VALVE;EPITEC EUROPA
81115531;6612EVO;ASSY SHOWER VALVE;EPITEC EUROPA
95636513;;ASTA ALUMINIO LIVIANO 2X2 - CABO EXTENSIBLE;
71080681;VPA4;ASTA TELESCOPICA 4M;
40010051;AT/3052200;AT/3052200-ACC.DE REPAR.P/PISTOLA NEUMATICA ROL    L85 - RESORTE;ATROS
40010061;AT/3088010;AT/3088010-ACC.DE REPAR.P/PISTOLA NEUMATICA ROL    L85 - GUARNICION;ATROS
40010071;AT/3088020;AT/3088020-ACC.DE REPAR.P/PISTOLA NEUMATICA ROL    L85 - GUARNICION;ATROS
40010081;AT/3099710;AT/3099710-ACC.DE REPAR.P/PISTOLA NEUMATICA ROL    L85 - GUARNICION;ATROS
40010021;AT/3666450;AT/3666450-ACC.DE REPAR.P/PISTOLA NEUMATICA ROL    L85 - MEMBRANA;ATROS
40010041;AT/3782180;AT/3782180-ACC.DE REPAR.P/PISTOLA NEUMATICA ROL    L85 - PISTON;ATROS
40010011;AT/3782210;AT/3782210-ACC.DE REPAR.P/PISTOLA NEUMATICA ROL    L85 - AMORTIGUADOR;ATROS
40010031;AT/3783201;AT/3783201-ACC.DE REPAR.P/PISTOLA NEUMATICA ROL    L85 - MARTILLO;ATROS
90016690;1048422-CR;ATACARGA A CRICKET 9.5-13MM (R-A) 6.8 TON L-140;CROSBY
99552200;1048404-CR;ATACARGA A CRIQUE 8.0-9.5MM (R-7) 4 TON.  L-140;CROSBY
80012320;1048440-CR;ATACARGA A CRIQUET 13-16MM (R-C) 7.3TN L-140;CROSBY
70005295;L150 C1 16MM;ATACARGA A PALANCA 16MM, 5.9 TN (L150 C-1);CROSBY
80023212;;ATADORA DE HIERROS DE CONSTRUCCION ( KATEHA) VIGAS COLUMNAS MANGO MOLETEADO;
55025598;MP 2014 AM;ATENUADOR DE VELOCIDAD ALTURA 2 CM AMARILLO        (SIN OJO DE GATO) - X 2 UNIDADES;CONOFLEX
90024195;MP2014LE AM/NE;ATENUADOR ESTANDAR AMARILLO/NEGRO CONOFLEX         1MT LINEAL - (MEDIDAS: 50 CM X 8.5 CM CADA MODULO);CONOFLEX
90003356;;ATOMIZADOR DE 1/2 LITRO CON GATILLO;
75011376;S9.S463;ATOMIZADOR P/ESTACION DE LIMPIEZA DE LENTES;SERVUS
40692490;0602490412;ATORN.IMP.BOSCH C/ENC.;BOSCH
40694237;06014A20H0;ATORNILLADOR 650 W, 5500 RPM MOD. GTB 650          (ELECTRONICA VARIABLE Y REVERSIBLE);BOSCH
80013624;2241416;ATORNILLADOR A BATERIA 12V SFE 2-A12 MALETIN       MULTIPLES MANDRILES;HILTI
40631939;06019H20E0;ATORNILLADOR A BATERIA 3.6V  MODELO BOSCHGO        (CARGA POR MICRO-USB)  0-360 RPM;BOSCH
67775451;DCF887B;ATORNILLADOR DE IMPACTO A BATERIA 20V              (HERRAMIENTA SOLA);DEWALT
75027105;DTD153Z;ATORNILLADOR DE IMPACTO INALAMBRICO MOD. DTD153Z;MAKITA
99995813;EI4510034;ATORNILLADOR DE IMPACTO MODELO EI4510034           (HERRAMIENTA SIN BATERIA);EINHELL
90010113;DW268-AR;ATORNILLADOR ELECT. CONTROL TORQUE VEL. VAR. REV.  600W, 0-2500RPM;DEWALT
85008533;162.fs2701;ATORNILLADOR ELECTRICO 570W MODELO FS2701;MAKITA
75023448;DCF060-AR;"ATORNILLADOR INALAMBRICO 6V, 0-180/0-600 RPM       (MANDRIL HEXAGONAL 1/4"")";DEWALT
90012296;0 607 450 795;ATORNILLADOR NEUMATICO H/10MM 0607-450-795;BOSCH
49950015;SI-1140;"ATORNILLADOR NEUMATICO RECTO 1/4"" MODELO SI-1140";SHINANO
80013068;2113445;"ATORNILLADOR TALADRO PERCUTOR A BATERIA SF 6H-A22  (CON MALETIN) CON JUEGO DE PUNTAS S-BSC UNI 50/2""";HILTI
34013261;262;ATTACHE POLIPROPILENO TECNICO 1 TAPA MANIJA GRANDE (MEDIDAS: 46.5X36X17) MOD. 262;PIRAMIDE
75024561;PMLN 6127;AURICULAR CON MICROFONO 2 HILOS P/RADIO DGP 5550e;MOTOROLA
75024562;PMLN7269A;AURICULAR CON MICROFONO 2 HILOS P/RADIO DGP 5550e;MOTOROLA
75026415;732597;AUTOMATED ELECTRODE SL 100 (9-8232);ESAB
75027098;;AUTOMATICO SUMERGIBLE BOYA MODELO F2000;FIBOSA
70004356;;AUTOMATICO SUMERGIBLE TIPO BOYA;VIYILANT
55750665;DMP;AUTOMOTOR DESTORNILLADOR DE IMPACTO S2;HAMILTON
75027598;67401;AUTORETRACTIL PERSONAL DOBLE NANO-LOK EDGE 2.4 MTS (GANCHO 63.5 MM);DBI SALA / 3M
75027597;67402;AUTORETRACTIL PERSONAL SIMPLE NANO-LOK EDGE 2.5MTS (GANCHO 63.5 MM);DBI SALA / 3M
75016731;3400922B / 65136;AUTORETRACTIL SELLADO CON RECUPERADOR 15 METROS    (CABLE ACERO INOX. DIAM 5MM, CABRESTANTE 3 VIAS);DBI SALA / 3M
70102185;10154679;AUTORETRACTIL WORKMAN SRL 15 mts, CABLE ACERO INOX;MSA
78542146;10154677;AUTORETRACTIL WORKMAN SRL 9 MTS CABLE ACERO INOX;MSA
75027676;14074;"AUXILIARY BLOCK INC;UL";
75027669;14073;"AUXILIARY BLOCK INO;UL";
75027342;45408012;AVANTI M508 400V CE 50HZ;
75002932;201371;AVELLANADOR CONICO A 90° HSS RANGO 5-10;STRONGER
90023470;5,60003E+14;AVELLANADOR CONICO HSS 3 CORTES A 90° 25.00MM;EZETA
60120035;ACTORALM10;AVELLANADOR P/TORN. ALLEN DIN 373 HSS MM M 10      20 × 15 × 10 cm;DIB
60120036;ACTORALM12;AVELLANADOR P/TORN. ALLEN DIN 373 HSS MM M 12      20 × 15 × 10 cm;DIB
60120037;ACTORALM3;AVELLANADOR P/TORN. ALLEN DIN 373 HSS MM M 3       20 × 15 × 10 cm;DIB
60120038;ACTORALM4;AVELLANADOR P/TORN. ALLEN DIN 373 HSS MM M 4       20 × 15 × 10 cm;DIB
60120039;ACTORALM5;AVELLANADOR P/TORN. ALLEN DIN 373 HSS MM M 5       20 × 15 × 10 cm;DIB
60120040;ACTORALM6;AVELLANADOR P/TORN. ALLEN DIN 373 HSS MM M 6       20 × 15 × 10 cm;DIB
60120041;ACTORALM8;AVELLANADOR P/TORN. ALLEN DIN 373 HSS MM M 8       20 × 15 × 10 cm;DIB
75013778;FLBG-12L;AVISADOR DE INCENDIO A PALANCA FLBG-12L;FIRE-LITE
90023054;NBG-2LX;AVISADOR MANUAL CON REGISTRO DE OPERACION NBG-2LX;NOTIFIER
55803125;BG-12LSP;AVISADOR MANUAL DE DOBLE ACCION                    CON REGISTRO DE OPERACION;FIRE-LITE
90014945;NBG-12LSP;AVISADOR MANUAL NOTIFIER - NBG-12LSP;NOTIFIER
59463616;SVS 03616;AYUDANTE SOLD-DESOL 1PK3616;PROSKIT
90008143;802;AZADA ALBAÑIL CON OJO;EL ROBLE
30000614;;AZADA ANTICHISPA N°8 CON MANGO;GAM
90008114;040;AZADA C/REGATON 175X220MM;CHAYTO
79902472;P247;AZADA CON 2 PUNTAS P247;BAHCO
56121617;BDS 7171;AZADA CON CABO DE FIBRA DE VIDRIO;STANLEY
17522000;AZ03;AZADA DE AGRICULTOR C/OJO DE 150 x 220MM;CHAYTO
42400160;AZ01;AZADA DE ALBAÑIL TIPO INGLESA SOLDADA;CHAYTO
75017782;AZ09E;AZADA MENDOCINA 238x300mm (2 1/2 LBS) FORJADA;CHAYTO
56126041;GHE307;AZADA MENDOCINA Nº 2;GHERARDI
75018822;GHE310;AZADA P/ALBAÑIL C/2 AGUJEROS;GHERARDI
56125021;GHE302;AZADA P/CARPIR Nº 2;GHERARDI
90005294;90005294;AZADA PARA CARPIR 140x220 mm. SOLDADA;CHAYTO
58730301;2500;AZUL DE PRUSIA WILKOX POMO X 30 CM3;WILKOX
58732501;;AZUL DE PRUSIA-WILKOX - LATA 250CM3;WILKOX
30840503;;AZUL OSCURO TALLE 50      GUARDAPOLVO HOMBRE PO    LIESTER;IND ARG
30811581;;AZUL TALLE 58             GUARDAPOLVO HOMBRE PO    LIESTER;IND ARG
75017980;BABE-02;BABERO ODONTOLOGICO MED 32X25CM                    PAQUETE POR 100 UN;
14456631;6631;BACHA DE ACERO INOX. DE LAVAOJOS 250 MM AISI 304;EPITECNICA
49952352;820-52;BACK DISC;SHINANO
99990505;;BACK LIGHT 100 X 1400 X 16,4 CM DE SEGUFER         CON ILUMINACION;
89552155;8517565;BAG CARRYING ANCHOR POST DAVIT ARM;DBI SALA / 3M
98564452;BCCV;BAJA CAJA VERTICAL C/CAMILLA FIJA 500 KG 570x570MM -ART.BCCV ALT. MIN.1100MM ALT.MAX 1900MM;TORLETTI
98565120;BCC1000;BAJA CAJA Y DIFERENCIAL HORIZONTAL 1000 KG;TORLETTI
98564844;BCC2000;BAJA CAJA Y DIFERENCIAL HORIZONTAL 2000 KG;
90023814;BCCV1000T;BAJA CAJA Y DIFERENCIAL VERTICAL TELESCOPICO 1000  KG, MOD BCCV1000T;TORLETTI
75027740;TPFRB01;BALACLAVA FR C/REC FRONTAL HILO ARAMIDA            CERTIFICADA NFPA 2112-2023-ASTM 1506-22;
72221202;500224;BALANCEADOR A RESORTE TW-9 CAPACIDAD 4,5-9,0 KG -  - 1.30 METROS;STRONGER
98564709;TW30;BALANCEADOR CAPACIDAD 22 A 30 KG MODELO TW30       (CARRERA 1.5 METROS);TIGGON
98564707;TW15;BALANCEADOR CAPACIDAD 9 A 15 KG MODELO TW15        (CARRERA 1.3 METROS);TIGGON
90006875;BA-10;BALANCEADOR DE 7 A 10 KGS. MOD. BA-10              (LARGO DEL CABLE 1.2 MTS);HERCULES
75022714;BN-03;BALANCIN PARA HERRAMIENTA DE 1.5 A 3 KILOS;NEUMACON
75025238;NEXA;BALANZA 150 KG MODELO NEXA;SYSTEL
99992682;;BALANZA 300 KG CARCAZA PLASTICO CON CERTIFICADO;LLINAS
75027212;OCS 300;BALANZA COLGANTE DIGITAL 300 KG;
603088;OCS 300 + CERTIFICADO;BALANZA COLGANTE DIGITAL 300 KG + CERTIFICADO DE   CALIBRACION;
70011016;;BALANZA CRANE SALE DIGITAL 100 KG;
90026209;Y60C-WT10C;"BALANZA DE 60 X 60 ,CON COLUMNA INCORPORADA        CAPACIDAD: 300 KG; RESOL: 50 G";PREC
70010545;OCS;BALANZA DE COLGAR PORTATIL CAP 30KG RESOL 10 GR    (MODELO OCS);LLINAS
75016290;P3123;BALANZA DE PESOS MUERTOS P3123-KGCM2               C/CERTIFICADO;FLUKE
90002864;TAG 212;BALANZA DE PILON Nº 212;
75025161;QHC;BALANZA DE PRECISION 30 KG MODELO QHC-30;LLINAS
75025026;NV422;BALANZA DE PRECISION OHAUS MODELO NAVIGATOR;OHAUS
70010764;Mod PR-llD/DU;BALANZA DIGITAL 30 KG PARA MOSTRADOR;CAS
75021323;940612;BALANZA DIGITAL 50 KG MOD. VES50A;VALUE
70010765;Serie A-F9;BALANZA DIGITAL 60 KG PARA MOSTRADOR;PREC
80010406;SL-60;BALANZA DIGITAL CAP. 60 KG, PLATAF. 40X40 CM       (220V, 50HZ, VISOR LUMINOSO, GRADUACION 20 GRS);LLINAS
98995625;I2000;BALANZA DIGITAL DE PRECISION 0.01 A 500 GRS;MONTOYA
70010984;2003B-TOYES02B;BALANZA DIGITAL GANCHO DE EQUIPAJE 50 KG;
90021098;CLIPSE 30 V2;BALANZA DIGITAL SYSTEL CLIPSE 30 V2 (MAX. 31KG);SYSTEL
49995653;SW-II-15K;BALANZA DIGITAL15 KG -0.5 C/PLATO AC INOX          200 mm x 260 mm.BAT RECARG 70 HORAS CARG 220 V;PREC
90024263;;BALANZA DINAM ELECTRON MARCA PREC 20KG C/CERTIF    10 GRS LECTURA FUNCIONA CON PILAS AAA;
70010365;;BALANZA ELECTRONICA CROMA II (CAPACIDAD 30 KG)     MEDIDAS: 380 X 387 X 465MM ACERO INOXIDABLE;SYSTEL
90025407;DR-300;BALANZA ELECTRONICA DE COLGAR T-SCALE, 300 KG.;
90002508;TCI;BALANZA ELECTRONICA MOD. TCI  MAXIMO 2.5 KG;
59400339;XE-600HD;BALANZA ELECTRONICA, MOD XE-600HD, 600 gr CAP. X 0,01G;CAS
90024365;K300M;BALANZA INDUSTRIAL 300 KG CON MASTIL KOMBA         KOMBA DIGITAL;IND ARG
90024351;;BALANZA INDUSTRIAL CAP. 300 KG MODELO NEXA;SYSTEL
50015445;Y50S-F9;BALANZA MARCA PREC, DE 50X40CM C/F9 150KG;IND ARG
80014057;SINGLE;BALANZA MOD. SINGLE CAP. 30 KG, DOS VISORES 220V   (BANDEJA ACERO INOX. 340MM X 225MM);KRETZ
70010630;ELITE CHECK OUT;BALANZA MODELO ELITE ECO CHECK OUT;KRETZ
99992603;OCS150;BALANZA PILON DE COLGAR 150 KG, RESOLUCION 100 G;LLINAS
99992448;SL;BALANZA PLATAFORMA DE 40 x 40 cm (SL)              (CAPACIDAD 150 KG, VISOR A DISTANCIA);LLINAS
70010993;;BALANZA PORTATIL GRANE SCALE 300 KG;
602959;;BALANZA PORTATIL GRANE SCALE 300 KG                + CERTIFICADO DE CALIBRACION;
99992668;WTC 3000;BALANZA PRECISION 0,1G+CAP MAX 3100 g;LLINAS
77770304;1809400424;BALASTO ELECTROMAGNETICO P/TUBO FLUORESCENTE 220V/ 36W/50HZ;ITALAVIA
75005361;2148006;BALASTRO P/TUBO FLUORESCENTE DE 110W 220V PHILLIPS - DEPLI BALASTRO ELECTRONICO 1 X 105 W 5600;
70010613;14946;BALDE ACHICADOR ROJO;
80058506;REPRESAS PAT;BALDE ALBAÑIL PLASTICO REFORZADO;IND ARG
99885645;;BALDE ALUMINIO 18 LITROS - ANTICHISPA;
98564358;BDKA 20;BALDE ALUMINIO PARA DESCARGA DE COMBUSTIBLES    BOCA 260 MM   LARGO  365 MM ;KEFREN
75024454;;BALDE AMARILLO CAPACIDAD 25 LTS;
55490053;;BALDE CHAPA GALVANIZADA 5 LTS;DURIOR
55490054;NUM 12;BALDE CHAPA GALVANIZADA ZINC 13 LTS -;
37260081;0080;BALDE CHAPA MANIJA FIJA CON GRAPA 4 LITROS;LACAR
37260082;0081;BALDE CHAPA MANIJA MOVIL CON GRAPA 4 LITROS;LACAR
45003014;CH610001;BALDE CON MANIJA MOVIL;FIRE HOSE
90023742;173;BALDE DE 10 LTS REFORZADO ART. 173;COLOMBRARO
90016844;R3;BALDE DE GRASA LUBRICANTE SHELL ALBANIA x 18KG C/U;ALBANIA
84554524;PM-BLONA;BALDE DE LONA P/HERRAMIENTAS CON BASE DE GOMA;PROMAXX
70005779;ART.100;BALDE DE LONA P/HTAS.;HB
70104434;24170;BALDE DE MANIJA MOVIL;IND ARG
52105213;;BALDE DE PLASTICO DE 10 LTS CON MANIJA DE PLASTICO REFORZADO;
90020132;BM-SEG;BALDE DE SEGURIDAD CONTRA INCENDIOS COLOR ROJO;BM
90025405;;BALDE EASY WRING Y CLEAN CON MOPA GIRATORIA;
50000042;0083;BALDE MANIJA FIJA CON TAPA PARA CAMION CAP. 4 LTS;LACAR
48102090;081 + 082;BALDE METALICO P/INCENDIO CON TAPA Y MANIJA MOV;LACAR
75000458;;BALDE MULTIUSO COLOR BLANCO X 20L C/TAPA CIEGA;
90025067;BALEXP20200;BALDE OVAL AZUL 15 LTS;
55411301;HB-30;BALDE P/ALBAÑIL DE CHAPA Nº 20;HB
80013788;BI0003;BALDE PARA ABSORBENTES COLOR ROJO                  (CON MANIJA Y TAPA);ECOWAY
90008538;4692459;BALDE PARA VIDRIERO PROFESIONAL;
70008575;;BALDE PLASTICO 20 LTS CON MANIJA PLASTICA          , COLOR BLANCO;
55411001;ERN1;BALDE PLASTICO ALBAÑIL;HERNANPLAS
98565162;;BALDE PLASTICO ALIMENTOS 5 LITROS PRECIO X UNIDAD  TAPA MANIJA;
97520012;;BALDE PLASTICO C/TAPA Y MANIJA DE 20 LITROS;
90023945;;BALDE PLASTICO MOD PRO - CAP 11 LTS -              COLOR AMARILLO;
90023946;;BALDE PLASTICO MOD PRO - CAP 11 LTS - COLOR AZUL;
90023947;;BALDE PLASTICO MOD PRO - CAP 11 LTS - COLOR BLANCO;
90023948;;BALDE PLASTICO MOD PRO - CAP 11 LTS - COLOR NEGRO;
90023949;;BALDE PLASTICO MOD PRO - CAP 11 LTS - COLOR ROJO;
90023950;;BALDE PLASTICO MOD PRO - CAP 11 LTS - COLOR VERDE;
75023992;;BALDE PLASTICO NEGRO CON TAPA Y MANIJA 4 LITROS;
52105210;BALPLA219010100;BALDE PLASTICO X 11 LTS.;
56998545;;BALDE ROYCO 20 LITROS PRENSA Y RUEDAS;ROYCO
52105214;;BALDE SANITARIO X 13 LTS;CLP
56948522;BALPLA219000003;BALDE SPIN CENTRIFUGADOR A PEDAL SPIN MOP M18;
70104646;;BALDES MANIJA FIJA;IND ARG
75026936;;"BALDOSA SÍMIL CHAPA TIPO ""SEMILLA DE MELÓN""        NEGRO  - 50 X 50 CM ESP. 8MM, PVC, PRECIO X M2";
30303335;;BALDOSA TACHONADA AZUL 50 X 50 CM ESP. 8MM         (MATERIAL: PVC) ENCASTRABLES (PRECIO X M2);
30303339;;BALDOSA TACHONADA GRIS CLARO 50 X 50 CM ESP. 8MM   (MATERIAL: PVC) ENCASTRABLES (PRECIO X M2);
30303340;;BALDOSA TACHONADA GRIS OSCURO 50 X 50 CM ESP. 8MM  (MATERIAL: PVC) ENCASTRABLES (PRECIO X M2);
75021419;;BALDOSA TACHONADA NEGRO 50 X 50 CM ESP. 6MM        (MATERIAL: PVC) ENCASTRABLES (PRECIO X M2);
75021855;;BALDOSA TACHONADA NEGRO 50 X 50 CM ESP. 8MM        (MATERIAL: PVC) ENCASTRABLES (PRECIO X M2);
75024970;;BALDOSAS ENCASTRABLES ESP.4.5 457X457MM            PRECIO X METRO CUADRADO;
75023789;;BALIZA ALARMA BANDA TRANSPORTADORA;FEDERAL SIGNAL
75023168;225XL 120-240 V;"BALIZA ANTIEXPLOSIVA MOD. 225XL FLASH LED ROJO     (CERTIFICADA UL-CLASE 1; DIVISION 2)  120-240 VAC";FEDERAL SIGNAL
99960659;S6.486SOL;BALIZA AUTONOMA SOLAR CON LED ALTA EFICIENCIA;
90011945;MP-0-12V;BALIZA BASE MAGNETICA MPO 12 V COLOR AMBAR;KINGVOX
32250952;ILK15L0220V;BALIZA COLOR ROJA 220 VOLTS INTERMITENTE;KINGVOX
75017172;BM10-8L1W;BALIZA CON 8 LEDS 1W (7 DESTELLOS X SEG)           (360 GRADOS PARA 12 VCC ALIMENTACION EXTERNA);B.M.
75022970;BM1-2TR;BALIZA CON FARO RECTANGULAR DOBLE FAZ 6 LDS        (CON 2 BATERIAS REC. INCLUIDAS DE 6V);BM
99960661;CD 7699 A;BALIZA CON LUZ ESTROBOSCOPICA C/PANEL SOLAR        AMARILLA;
75010299;BM9-LED;BALIZA DESTELLANTE CON LED DOBLE FAZ CON SENSOR    SOLAR DE FUNCIONAMIETO NOCTURNO;BM
90011994;FK-1-12V;BALIZA DESTELLANTE KINGVOX FK 1 12V;KINGVOX
35014003;;BALIZA DESTELLANTE S/BAT.;SIGNALITE
90011997;MPR 24V;BALIZA DESTELLANTE-KINGVOX MPR 24V;
99960652;CD 469-12 AM;BALIZA ESTROBOSCOPICA FLASH AMARILLA 12V           (CON IMAN + ENCHUFE);
99960655;CD 469-24 AM;BALIZA ESTROBOSCOPICA FLASH AMARILLA 24V           (CON IMAN + ENCHUFE);
99960660;CD 469-12 AZ;BALIZA ESTROBOSCOPICA FLASH AZUL 12V               (CON IMAN + ENCHUFE);
70104590;ILK0M12V;BALIZA INT. LED BASE MAGNETICA 120MM  ILK-0 12Vcc  (COLOR ROJO);KINGVOX
90019498;BM2-2LE;BALIZA INTERMITENTE CON LEDS DIAM. 180MM C/SENSOR  SOLAR BM2-2LE;BM
90025750;ILK0220V;BALIZA INTERMITENTE LED ILK-0 220V Ø 120 mm,       COLOR ROJO;KINGVOX
90021633;ILK012V;BALIZA INTERMITENTE LED MODELO ILK-0 DE 12V        (12Vcc Ø 120 mm) COLOR AZUL;KINGVOX
90022642;ILK012V;BALIZA INTERMITENTE LED MODELO ILK-0 DE 12V        (12Vcc Ø 120 mm) COLOR ROJO;KINGVOX
90021634;ILK024V;BALIZA INTERMITENTE LED MODELO ILK-0 DE 24V        (24Vcc Ø 120 mm);KINGVOX
