Código;Código alternativo;Nombre;Marca
32250956;ILK15L024V;BALIZA LED  24 Vcc, DIAMN. 150MM COLOR AMBAR;KINGVOX
75019982;BM1-L1W;BALIZA LED 1W DOBLE FAZ P/EMERGENCIA EN AUTOPISTAS (2 BATERIAS RECARGABLES DE 6V 4A INCLUIDAS);B.M.
35018441;BM2-2LE;BALIZA LED DOBLE FAZ CON SENSOR SOLAR;B.M.
70101654;MONOLIGHT;BALIZA LED NOCTURNA (CON SENSOR SOLAR)             C/INTERRUPTOR PARA LUZ FIJA, (CON NORMAS EUROPEAS);NIESSEN
70101594;ILK48M12V;BALIZA LED OCTOGONAL BASE MAGNETICA DIAM 120MM 12V - COLOR AMBAR / MOD. ILK48M;KINGVOX
80012410;STAR-L610;BALIZA LED PARA DIA Y NOCHE  ( CON NORMAS EUROPEA  (NISSEN);NIESSEN
75026592;BM2-SOL;BALIZA LED SOLAR COLOR AMBAR DOBLE FAZ             (2 PILAS RECARGABLE INCLUIDAS) CON SENSOR SOLAR;BM
99887106;BAMB2BAT;BALIZA LED VIAL AMARILLA CON BATERIA 4R25 6V       2000 HS (MODELO BAMB2BAT );
99960651;CD 7364-R;BALIZA LUZ CIRCULAR DE ENCENDIDO SOLAR 8 LEDS      , MANUAL O PARA CONOS - COLOR ROJO;
59400227;3104 / 7353;BALIZA LUZ INTERMITENTE ;
99960657;CD 7369-R;BALIZA LUZ INTERMITENTE CON PANEL SOLAR PARA CONOS (LEDS ROJOS);
75021784;CD 7360-Y;BALIZA LUZ INTERMITENTE CON PANEL SOLAR RECARGABLE , PARA CONOS, COLOR AMARILLO;
75026938;CD 7360-B;BALIZA LUZ INTERMITENTE CON PANEL SOLAR RECARGABLE , PARA CONOS, COLOR AZUL;
90160651;12031 1B;BALIZA LUZ INTERMITENTE ENCENDIDO SOLAR 1 BATERIA  (ENCENDIDO SOLAR PARA 1 BATERIAS);
99960650;12031 2B;BALIZA LUZ INTERMITENTE ENCENDIDO SOLAR 2 BATERIAS (ENCENDIDO SOLAR PARA 2 BATERIAS);
99960658;CD 7351;BALIZA LUZ INTERMITENTE PARA CONO Y PARA 1 BATERIA;
99991889;FLC-01;BALIZA P/SEÑALIZACION NOCTURNA MODELO FLC-01       (FIJACION EN CONO DE PVC FLEXIBLE) ALCANCE 1500M;CONOFLEX
75026871;CACHB04;BALIZA POLIEST ALTO IMPACTO COLUMNA BC (80X23);
98563626;70400;BALIZA REFLECTIVA TRIANGULAR;
89562529;251008;BALIZA REGLAMENTARIA ANGOSTA  LISA PARA MATAFUEGOS (SIN LEYENDA);
98885262;251011;BALIZA REGLAMENTARIA ANGOSTA PARA MATAFUEGO TIPO K;
70105029;60824/R;BALIZA ROTATIVA C/IMAN + ENCHUFE P/ENCENEDOR 24 V  (DIAM. 12 CM X 15 ALTO) COLOR ROJO;
90010605;60812/AZ;BALIZA ROTATIVA C/IMAN Y ENCHUFE P/ENCENDEDOR      12CM DIAM. x 15 ALTO, 12V, COLOR AZUL;
80016500;P026/AMB;BALIZA ROTATIVA C/IMAN+ENCHUFE P/ENCENDEDOR 13CM   DIAMETRO X 20CM ALTO, 24V-AMBAR;COMP DEP
70102986;60824/AMB;BALIZA ROTATIVA DE BASE MAGNETICA DE 24 VOLT       (DIAM. 12 CM X 15 ALTO) COLOR AMBAR;
35018082;SL60A;BALIZA TIPO LINTERNA TENSION 3,6V MDOELO SL60A     (2 MILLAS COLOR AMARILLO);SEALITE
75004066;IKLIG;BALIZA VIAL DESTELLANTE CON 2 BATERIAS 6V          , Y FOTOCELULA;KINGVOX
75026175;AA2987;BALON DE INFLADO 30 LTS BRIO;
75024795;BALON T;BALON DE INFLADO PARA CUBIERTAS SIN CAMARA;TORLETTI
90023386;;BANCO DE 8 CAJONES 1.50 X 0.70 X 0.90 CON MADERA   CHAPA18 (1,25MM) 2 REFUER P/MORZAS 5MM Y 8 CAJONES;PALLADINO
75043249;60313;BANCO DE CALIBRACION PARA TORQUIMETROS MOD. TWC    AUTOMATICO;NORBAR
90025467;60332;BANCO DE CALIBRACION PARA TORQUIMETROS MODELO TWC;NORBAR
89801925;BPE350;BANCO DE ELECTRONICA 1250X1820X700 MM (220V)       (VOLTIMETRO 0 A 99.9V Y AMPERIMETRO 0 A 150Amp);BDK
89801926;BTE2550;BANCO DE ELECTRONICA 2000X1600X750 MM (220V)       6 CAJONES, TABLERO, 1 ESTANTE FIJO Y 1 ESTANTE MOV;BDK
90004499;T03;BANCO DE MONTAJE DE EJE P/BOMBA RNE;RNE
90023036;;BANCO DE TRABAJO 1.50 MTS CON 4 CAJONES Y PUERTA;
90025399;FBIA32810;BANCO DE TRABAJO 1300x800 M.MULT C/FDD1030;FAMI
75022203;;BANCO DE TRABAJO 1800 X 90 X 70;PALLADINO
105923;;BANCO DE TRABAJO 1800 X 90 X 70 CON MORSA Nº 5              ;PALLADINO
70104636;67;BANCO DE TRABAJO 2 CAJONES (2,00 x 0,70 x 0,90 MT);PALLADINO
98564953;;BANCO DE TRABAJO 2 X 0.70 X 0,90 MT CON 10 CAJONES;PALLADINO
90026136;FBIG570S1;BANCO DE TRABAJO 2000 X 800 CON ACCESORIOS         GRIS RAL 870-4;
90021999;FBIG570S1;BANCO DE TRABAJO 2000X800 CON ACCESORIOS RAL 5012  (SIN PERSIANAS / CON PANELES (FBIG570SI-04);
70105062;;BANCO DE TRABAJO 4 CAJONES Y TAPA (1,20 x 0,70 x 0,90 MTS)  ;PALLADINO
89801928;ESPECIAL;BANCO DE TRABAJO C/ESTANTE INFERIOR 2000X840X810MM ( 2 RUEDAS FIJAS Y 2 GIRATORIAS CON FRENO);BDK
99888127;BANT-197 CYT;BANCO DE TRABAJO CON REFUERZO PARA MORSA Y TABLERO PORTA HERRAMIENTAS, BANT-197 CYT MODELO PREMIUM;RIGHMETAL
75027372;9062-1800-1;BANCO DE TRABAJO DE ACERO 4 PATAS MOD. 9062        (865 X 640 X 1800 MM) 3 CAJONES;IRIMO
90021709;;BANCO DE TRABAJO DE CHAPA 1500 X 0.70 X 0.90 MTS;PALLADINO
70104417;;BANCO DE TRABAJO MOTOR MULTIFUNCION DOBLE CABEZAL  PARA ARMAR Y DESARMAR MOTORES  MARCA DANILUK;
85336501;FCAC34204;BANCO DE TRABAJO MOVIL CON CAJONES, DE 1500x800MM;FAMI
90025332;;BANCO DE TRABAJO MOVIL DE 1330x800MMx840MM AZUL;
90025333;;BANCO DE TRABAJO MOVIL DE 2000x800MMx840MM AZUL;
80013016;BTE1800M;BANCO DE TRABAJO MOVIL METAL.1100 X 950 X 600 MM   (2 PUERTAS C/CERRADURA Y ESTANTE, 4 RUEDAS);BDK
90023695;;BANCO DE TRABAJO(1,50 X 0,70 MTS) C/4 CAJ Y PUERTA;
89801920;ESPECIAL;BANCO MESADA CHAPA ESP. 3MM MEDIDA: 2500X900X700MM;BDK
90025695;FBKA59816  01;BANCO METALICO LINEA PLATINIUM   3000x800x840 Hmm;
89801921;ESPECIAL;BANCO MOVIL DE CHAPA 10 CAJONES 1200X900X500MM     2 RUEDAS FIJAS + 2 RUEDAS GIRATORIAS CON FRENO;BDK
75024841;ESPECIAL;BANCO MOVIL DE CHAPA 10 CAJONES 1200X900X550;BDK
90051201;90957 270 745;BANCO TELESCOPICO PORTATIL;WURTH
90025018;FBIA37010;BANCO TRABAJO 2000 X 800 , 3 CAJONES -RAL 5012;
90025491;FBIA37010;BANCO TRABAJO 2000 X 800 , 3 CAJONES -RAL 7000;
90026258;FCAC328S1    04;BANCO TRABAJO MOVIL 1300x800   C/CAJ +BORD;
90024939;FLDV730156;BANCO TRABAJO S. UNIMOD 2052 X 820 X 1817 MM-H;
90024938;FBHA342S1 04;BANCO TRABAJO SERIE WORK AZUL 5012;
80013591;;BANCO VESTUARIO C/PERCHERO 1.50  MT LARGO X 1,75   ALTO X 0,40 PROFUNDIDAD BANCO (6 LISTONES);
80013592;;BANCO VESTUARIO C/PERCHERO 2  MT LARGO X 1,75      ALTO X 0,40 PROFUNDIDAD BANCO (6 LISTONES);
80011809;;BANDA 1/2 X 1139.80 X 020X18 (DIEMASTER);LENOX
80013253;;BANDA 1/2 X 1140 X 18;VELOX
90008226;;BANDA 100X620 GR. 80 P/MAQUINAS PORTATILES 1273    /76 BOSCH;BOSCH
33136140;36140;BANDA 237AA TRIZACT 50 X 318 GRANO 45;3M
33136139;36139;BANDA 237AA TRIZACT 50 X 318 GRANO 65;3M
33136134;36134;BANDA 237AA TRIZACT 50 X 478 GRANO 30;3M
33136133;36133;BANDA 237AA TRIZACT 50 X 478 GRANO 45;3M
33138408;38408;BANDA 237AA TRIZACT 89 X 394 GRANO 100;3M
33136129;36129;BANDA 237AA TRIZACT 89 X 394 GRANO 45;3M
33136128;36128;BANDA 237AA TRIZACT 89 X 394 GRANO 65;3M
33138409;ESPECIAL;BANDA 3M TRIZACT 237AA 40X760MM A100;3M
33138410;ESPECIAL;BANDA 3M TRIZACT 237AA 40X760MM A65;3M
75019351;;"BANDA BIMETALICA 1""X3600- 8/12 DIENTES, CALID. M42";BAHCO
85001219;hbf344570;BANDA BIMETALICA 34 X 4570 BICHAMP;
60000014;CD15 C;BANDA CADENA 10 BANDAS 215*65*16;
90024611;;BANDA CALEFACTORA P/TAMBOR 200 LITROS Ø570MM X 120;FARE
75025466;BCA2020;BANDA CALEFACTORA P/TAMBOR DE 200 LTS;ECOWAY
90016973;;BANDA CALEFACTORA SILICONADA P/TAMBOR 200 LITROS   , DIAM. 570MM ANCHO 200MM 230V, 1400W;
75007479;66261172754;BANDA CARB.SILICIO FENOBOND 50X478 GR. 400;DOBLE A
75007478;66261172745;BANDA CARB.SILICIO FENOBOND 50X478 GR. 80;DOBLE A
90003562;59016;BANDA CEBRADA ( REFLECTIVA ) DE 0.075 MTS          X 0.5 MTS COLOR ROJO Y BLANCO PCIO X UNIDAD;3M
90025419;59016;BANDA CEBRADA (REFLECTIVA) PRECIO X ROLLO;3M
75022757;947A;BANDA DE 75x1950 EN 947A GRANO 80;3M
98563962;;BANDA DE PVC 50 X 3MM ESPESOR COLOR CRISTAL POR MT;
94001121;;BANDA DE TELA ABRASIVA OX. AL 914X100 MM GRANO 80;NORTON
70360057;;BANDA DE TELA DE ESMERIL  80 X LAR 830 MM. GRA 400;DOBLE A
70360056;;BANDA DE TELA DE ESMERIL 80 X LAR 830 MM. GRA 280;DOBLE A
75025756;002211;BANDA ELASTICA G06-1;GUMMI
75023469;2213;BANDA ELASTICA G14-1;GUMMI
90024368;002214;BANDA ELASTICA G18-1;GUMMI
97063514;63514;BANDA ELASTICA PARA ANTEOJO SOLUS 1000;3M
40303120;2608606208;BANDA ESMERIL DE 40X303, GRANO120;BOSCH
33132343;36CUBITRON;BANDA GRANO 36 DE 75X2500 3M 777F                  (OXIDO DE ALUMINIO);3M
33132345;80CUBITRON;BANDA GRANO 80 DE 75X2500 3M 777F                  (OXIDO DE ALUMINIO);3M
33132347;A30TRIZACT;BANDA GRANO A30 DE 75X2500 3M                      (OXIDO DE ALUMINIO);3M
33132348;A65TRIZACT;BANDA GRANO A65 DE 75X2500 3M                      (OXIDO DE ALUMINIO);3M
80011606;NOR1545;BANDA OX-AL R224 150  4500 040 USO GRAL;NORTON
60004107;66261142225;BANDA OXIDO ALUMINIO FENOBOND 50 X 478 GRANO 240;DOBLE A
60004108;66261142227;BANDA OXIDO ALUMINIO FENOBOND 50 X 478 GRANO 320;DOBLE A
60004109;66261142229;BANDA OXIDO ALUMINIO FENOBOND 50 X 478 GRANO 600;DOBLE A
90047402;4142;BANDA P/MAQUINA PORTATIL LS 309 75x533MM GRANO 120;KLINGSPOR
90047403;4138;BANDA P/MAQUINA PORTATIL LS 309 75x533MM GRANO 50;KLINGSPOR
90047400;4139;BANDA P/MAQUINA PORTATIL LS 309 75x533MM GRANO 60;KLINGSPOR
90047401;4140;BANDA P/MAQUINA PORTATIL LS 309 75x533MM GRANO 80;KLINGSPOR
75018776;319525;"BANDA POLIESTER CS 416 Y ZIRC. 50x478MM; GRANO 80";KLINGSPOR
33132349;777F;BANDA PULIDO GRANO 80 ANCHO 100 MM = 2000 MM DORSO .MINERAL CERAMICO 3M COD 777F;3M
70104995;BB-IRAM;BANDA REFLECTIVA HOMOLOGADA ANCHO 5 CM             COLOR BLANCO (PRECIO X METRO);AVERY
33131128;31128;BANDA SCOCH BRITE 50 X 318 GRANO MEDIANO;3M
33131237;31237;BANDA SCOCH BRITE 89 X 394 GRANO GRUESO;3M
33131244;31244;BANDA SCOCH BRITE 89 X 394 GRANO MEDIANO;3M
75025921;;BANDA SF BIM DUOFLEX M42 27x0,90 Z 5-8 CS L 2655;SIN PAR
90024082;;BANDA SF DIM DUOFLEX M42 27X0.90 Z 4-6 CS L 3035;SIN PAR
14770512;P0002450;BANDA SIN FIN SFB4 IP24x4-10;SIN PAR
14780302;UNZ13x14-18/S01;BANDA SINFIN BIM UNIVERSAL | 13x0,50MM | Z14-18    L: 1750MM | MOD. UNZ13x14-18/S01750;SIN PAR
75024741;;BANDA TELA 237AA 75X2500mm #A65 TRIZACT 3M;3M
75024742;;BANDA TELA 784F 75X2500mm #36+ CUBITRON II 3M;3M
75024822;784F;BANDA TELA 784F 75X2500mm #50+ CUBITRON II 3M;3M
75024743;784F;BANDA TELA 784F 75X2500mm #80+ CUBITRON II 3M;3M
70389031;66261172422;BANDA TELA O. A. FENOBOND  100X533 GRANO 80;DOBLE A
70389991;66261172440;BANDA TELA O. A. FENOBOND  100X610 GRANO 40;DOBLE A
70384071;66261172441;BANDA TELA O. A. FENOBOND  100X610 GRANO 50;DOBLE A
70383071;66261172442;BANDA TELA O. A. FENOBOND  100X610 GRANO 60;DOBLE A
70382071;66261172443;BANDA TELA O. A. FENOBOND  100X610 GRANO 80;DOBLE A
70381111;66261172497;BANDA TELA O. A. FENOBOND  64X410 GRANO 100;DOBLE A
70385111;66261172494;BANDA TELA O. A. FENOBOND  64X410 GRANO 50;DOBLE A
70384111;66261172495;BANDA TELA O. A. FENOBOND  64X410 GRANO 60;DOBLE A
70380131;66261172496;BANDA TELA O. A. FENOBOND  64X410 GRANO 80;DOBLE A
70381500;66261171840;BANDA TELA O. A. FENOBOND  75X 1500 GRANO 36;DOBLE A
70381011;66261172397;BANDA TELA O. A. FENOBOND  75X457 GRANO 100;DOBLE A
70380011;66261172080;BANDA TELA O. A. FENOBOND  75X457 GRANO 120;DOBLE A
70385011;66261172075;BANDA TELA O. A. FENOBOND  75X457 GRANO 40;DOBLE A
70384011;66261172394;BANDA TELA O. A. FENOBOND  75X457 GRANO 50;DOBLE A
70382011;66261172078;BANDA TELA O. A. FENOBOND  75X457 GRANO 80;DOBLE A
70381021;7,794E+12;BANDA TELA O. A. FENOBOND  75X533 GRANO 100;DOBLE A
70380021;66261172405;BANDA TELA O. A. FENOBOND  75X533 GRANO 120;DOBLE A
70385031;66261172400;BANDA TELA O. A. FENOBOND  75X533 GRANO 40;DOBLE A
70383021;66261172402;BANDA TELA O. A. FENOBOND  75X533 GRANO 60;DOBLE A
70382021;66261172403;BANDA TELA O. A. FENOBOND  75X533 GRANO 80;DOBLE A
70005564;66261171844;BANDA TELA O. A. FENOBOND 75X1500 GRANO 80;DOBLE A
75004118;;BANDA TELA OA. ABRAL - 25 X 1645mm GR.240;DOBLE A
99751800;;BANDA TELA OA. ABRAL - 75X1500 GRANO 80 OX;
75021161;66261171848;BANDA TELA OA. FENOBOND  75X1500  GRANO 180;DOBLE A
99751500;66261171841;BANDA TELA OA. FENOBOND  75X1500  GRANO 40;DOBLE A
90000833;66261171843;BANDA TELA OA. FENOBOND  75X1500  GRANO 60;DOBLE A
70389992;66261171934;BANDA TELA OA. FENOBOND 100 X 910 GRANO 80;DOBLE A
75022919;66261171867;BANDA TELA OA. FENOBOND 75 X 2500 GRANO 180;DOBLE A
75017285;66261171862;BANDA TELA OA. FENOBOND 75 X 2500 GRANO 50;DOBLE A
75016619;66261171863;BANDA TELA OA. FENOBOND 75 X 2500 GRANO 60 -;DOBLE A
99751702;66261171864;BANDA TELA OA. FENOBOND 75 X 2500 GRANO 80;DOBLE A
70372282;66261171851;BANDA TELA OA. FENOBOND 75X2000 GRANO 40;DOBLE A
70372283;66261171853;BANDA TELA OA. FENOBOND 75X2000 GRANO 60;DOBLE A
15440553;1004212;BANDA TELA OA. FENOBOND LX82 100X 920 MM. GRANO 40;DOBLE A
70101061;66261172585;BANDA TELA OX ZIRC RESINA FENOBOND 50x318 - GR100;DOBLE A
70101062;66261172581;BANDA TELA OX ZIRC RESINA FENOBOND 50x318 - GR36;DOBLE A
33130622;30622;BANDA TELA POLIESTER 777F 50 X 318 GRANO 120;3M
33129629;29629;BANDA TELA POLIESTER 777F 50 X 318 GRANO 60;3M
33129603;29603;BANDA TELA POLIESTER 777F 50 X 318 GRANO 80;3M
33129701;29701;BANDA TELA POLIESTER 777F 50 X 478 GRANO 120;3M
33130342;30342;BANDA TELA POLIESTER 777F 50 X 478 GRANO 60;3M
33129704;29704;BANDA TELA POLIESTER 777F 50 X 478 GRANO 80;3M
33132340;32340;BANDA TELA POLIESTER 777F 89 X 394 GRANO 120;3M
33130623;30623;BANDA TELA POLIESTER 777F 89 X 394 GRANO 60;3M
33130204;30204;BANDA TELA POLIESTER 777F 89 X 394 GRANO 80;3M
94001204;66261172615;BANDA TU LZ71 TELA OZIR FENOBOND 45X30 #50;DOBLE A
94001205;69957325981;BANDA TU LZ71 TELA OZIR FENOBOND 45X30 #80;DOBLE A
56121245;;BANDAS BLACK-OUT NATURAL 1,20 MT X 1,80 METROS;
75012409;;BANDAS ELASTICAS  (BOLSA X 1 KG);
13365265;;BANDAS ELASTICAS SUPER BANDS Nª50 mm  BOLSA X 1 KG;
94001001;;BANDAS O.A 50X478 G.80;DOBLE A
94001200;;BANDAS O.A 50X478 G50;DOBLE A
94001201;66261172750;BANDAS O.A 50X478 GRANO 220;DOBLE A
94001000;66261171906;BANDAS O.A RESINA FENOBOND - 50X478 G.60 -;DOBLE A
15430301;66261172534;BANDAS PARA MAQUINA PORTATIL  75X457 GRANO 120     (ESTUCHE X 2 UNIDADES);DOBLE A
15430101;66261172532;BANDAS PARA MAQUINA PORTATIL  75X457 GRANO 50      (ESTUCHE X 2 UNIDADES);DOBLE A
15430201;66261172533;BANDAS PARA MAQUINA PORTATIL  75X457 GRANO 80      (ESTUCHE X 2 UNIDADES);DOBLE A
15432301;66261172531;BANDAS PARA MAQUINA PORTATIL  75X533 GRANO 120     (ESTUCHE X 2 UNIDADES);DOBLE A
15432201;66261172530;BANDAS PARA MAQUINA PORTATIL  75X533 GRANO 80      (ESTUCHE X 2 UNIDADES);DOBLE A
15436121;66261172540;BANDAS PARA MAQUINA PORTATIL  75X610 GRANO 120     (ESTUCHE X 2 UNIDADES);DOBLE A
70381101;;BANDAS TELA OA. FENOB - 110X620 GRANO 100;DOBLE A
70386101;;BANDAS TELA OA. FENOB - 110X620 GRANO 36;DOBLE A
70386011;;BANDAS TELA OA. FENOB - 75X457 GRANO 36;DOBLE A
99751704;;BANDAS VARIAS-BANDA O.A 50X478 G40;DOBLE A
90025404;SP0181E;BANDEJA ANDIDERRAME ESTANDARD 1000X1200X170MM;SIPEA
90025854;CR-100;BANDEJA ANTIDERRAME 100 LTS;
75013648;;BANDEJA ANTIDERRAME 120/40-BOLSO DE LONA DE PVC    .1 BANDEJA (150X80X15CM)+4 CORDONES FIBRA SULETA;CRUNCH OIL
70104923;PBAN10;BANDEJA ANTIDERRAME 400 X 300 X 80 MM              (CAPACIDAD 10 LITROS);SIPEA
75017190;BF0130;BANDEJA ANTIDERRAME DE 100 LITROS  (BF0130)        (LARGO 900MM, ANCHO 900MM, ALTURA 210MM);ECOWAY
90024805;SP0181;BANDEJA ANTIDERRAME DE 120 LTS CON PALLET          (MEDIDAS: 800 X 1200 X 150MM);SIPEA
75024983;BF0018;BANDEJA ANTIDERRAME DE 18 LITROS  (BF0018)         (LARGO 580MM, ANCHO 370MM, ALTURA 130MM);ECOWAY
75019770;BF0230;BANDEJA ANTIDERRAME DE 230 LITROS  (BF0230)        (LARGO 1230MM, ANCHO 770MM, ALTURA 270MM);ECOWAY
75017833;BF0027;BANDEJA ANTIDERRAME DE 26 LITROS (BF0027)          (LARGO 630MM, ANCHO 410MM, ALTURA 150MM);ECOWAY
75024982;BF0038;BANDEJA ANTIDERRAME DE 28.9 LITROS  (BF0038)       (LARGO 770MM, ANCHO 410MM, ALTURA 145MM);ECOWAY
75024081;BF0039;BANDEJA ANTIDERRAME DE 31 LITROS  (BF0039)         (LARGO 6900MM, ANCHO 490MM, ALTURA 145MM);ECOWAY
75022357;BF0385;BANDEJA ANTIDERRAME DE 385 LITROS  (BF0385)        (LARGO 1140MM, ANCHO 1030MM, ALTURA 330MM);ECOWAY
75017913;BF0009;BANDEJA ANTIDERRAME DE 4 LITROS  (BF0009)          (LARGO 390MM, ANCHO 295MM, ALTURA 75MM);ECOWAY
75013902;BF0008;BANDEJA ANTIDERRAME DE 8 LITROS (BF0008)           (LARGO 400MM, ANCHO 400MM, ALTURA 80MM);ECOWAY
90024411;110755;BANDEJA ANTIDERRAME K120/40;CRUNCH OIL
90025003;110762;BANDEJA ANTIDERRAME LINEA F (150cm x 80cm x 10cm)  F120 BANDEJA DE LONA DE PVC, 120 LITROS;CRUNCH OIL
90024412;110762;BANDEJA ANTIDERRAME LINEA F (2.44X 3.05 X 0.15MTS);CRUNCH OIL
90026015;LNEA F;BANDEJA ANTIDERRAME LINEA F (3 M  x 2 M x 0.15 M);CRUNCH OIL
80504565;;BANDEJA ANTIDERRAME LINEA F 1.50M X 1.50 M;CRUNCH OIL
90006819;01-06-05-05;BANDEJA CHATA P/PINTOR;EL GALGO
70104746;PBAND10;BANDEJA CONTENCION PVC RECTANGULAR REFORZADA 30X40;SIPEA
70104797;PBAND23;BANDEJA CONTENCION PVC RECTANGULAR REFORZADA 40X53;SIPEA
70104745;PBAND20;BANDEJA CONTENCION PVC RECTANGULAR REFORZADA 40X60;SIPEA
70104789;PBAND42;BANDEJA CONTENCION PVC RECTANGULAR REFORZADA 40X75;SIPEA
70104278;;BANDEJA DE CHAPA 1000X500X150 MM CHAPA 18;
90025737;110762;BANDEJA DE LONA PVC 22 MTS X 3;
85003626;S9.28623;BANDEJA DE POLIPROPILENO 100 LTS;SERVUS
85003601;T3.28671;BANDEJA DISPENS POLIET. MOD. APILABLE 28671;JUSTRITE
77770477;TRL-300;BANDEJA ESCALERA AL 92 300MM L:3M MOD TRL-300;SAMET
75412599;;BANDEJA FLUORESCENTE ARRANQUE ELECTRONICO 1 X 36 W -SERIE PLANA;LUMENAC
55750657;AUT43;BANDEJA IMANTADA CIRCULAR 15 CM.;HAMILTON
90024809;6784;BANDEJA IMANTADA RECTANGULAR;BREMEN
80108372;T3.28718;BANDEJA JUSTRITE P/DERRAMES 87 LITROS;
90026164;L1029;BANDEJA MAGNETICA RECTANGULAR DE ACERO INOXIDABLE;LUSQTOFF
55411002;ERN2;BANDEJA NEGRA PARA PINTOR PLASTICA PARA COLGAR;HERNANPLAS
99992073;;BANDEJA OPCIONAL PARA IMPRESORA 5250DN;BROTHER
14231053;;BANDEJA PARA CAJAS DE HERRAMIENT 470X200X90MM;
85003627;S9.28729;BANDEJA PARA DERRAMES 100 LTS. 1200X800X170 MM;SERVUS
56150470;T3.28719;BANDEJA PARA DERRAMES 109 LITROS (1194X838X139MM)  POLIETILENO ALTA DENSIDAD, APILABLES;JUSTRITE
56150494;T3.28712;BANDEJA PARA DERRAMES 14 LITROS (485X330X100MM)    POLIETILENO ALTA DENSIDAD, APILABLES;JUSTRITE
56150495;T3.28713;BANDEJA PARA DERRAMES 19 LITROS (560X350X100MM)    POLIETILENO ALTA DENSIDAD, APILABLES;JUSTRITE
80108374;T3.28714;BANDEJA PARA DERRAMES 38 LITROS (620X380X160MM)    (COLOR BLANCO);JUSTRITE
56150514;T3.28715;BANDEJA PARA DERRAMES 45 LITROS (1168x406x139MM);JUSTRITE
56150503;T3.28711;BANDEJA PARA DERRAMES 7 LITROS (270X380X70MM);JUSTRITE
56150465;T3.28716;BANDEJA PARA DERRAMES 75 LITROS (965X660X139MM);JUSTRITE
90016074;ERN9;BANDEJA PINTOR PLASTICA PLANA;HERNANPLAS
14231659;365;BANDEJA PLASTICA BLANCA 45CM X 32.5CM X 10,5CM;COLOMBRARO
70105001;SP03184;BANDEJA PMD VIRGEN 690X490X145 (CAP 31 LTS)        REFORZADA;SIPEA
75022044;4312-A;BANDEJA PORTAPROBETAS GRIS MOD. ATHENA 4312-A      (CAPACIDAD 10 LTS, MEDIDAS: 400X300X120MM);FAMI
70010034;;BANDEJA PORTATESTIGO HQ X 1MT ESP.4MM P/3 UINIDADE S;
70010036;;BANDEJA PORTATESTIGO HQ X 1MT ESP.6MM P/3 UINIDADE S;
99960656;CD-BAN03;BANDEJA SANITIZANTE 85 CM x 46 CM x 5 CM DE ALTURA (MATERIAL: PLASTICO);IND ARG
90007242;46503008-49;BANDEJA VENTILADA 2U 400 PROF. (B);GABITEL
75024197;;BANDEJA Y ALFOMBRA SANITARIA DESINFECCION CALZADO  MEDIDAS: ANCHO: 40 cm, LARGO: 80 cm, ALTO :4CM;
90007416;;"BANDERA ""PELIGRO"" ROJA Y BLANCA 45 X 60";
99992687;;BANDERA AMARILLA 30 X 40 CM CON MASTIL PVC NEGRO   (1 METRO DE LARGO Y 1.5 CM DIAMETRO);
70010983;948;BANDERA ARGENTINA C/S 20X30;HERBY
99992239;;BANDERA ARGENTINA CON SOL 0.90 X 1.44 METROS       (CON REFUERZO DE TELA Y SOGAS PARA ATAR );
99992487;;BANDERA ARGENTINA CON SOL 2.20 X 5.50 METROS       (CON REFUERZO DE TELA Y SOGAS PARA ATAR );
98564944;;BANDERA ARGENTINA CON SOL 2.70 X 6 MTS  REFORZADA;
99992241;;BANDERA ARGENTINA CON SOL 3.50 X 5.60 METROS       (CON REFUERZO DE TELA Y SOGAS PARA ATAR );
75017248;;BANDERA ARGENTINA CON SOL 6 X 2.5MTS - REFORZADA;
70104935;FL_ARG_PES150;BANDERA ARGENTINA OFICIAL POLIESTER PESADO         MEDIDA: 90X150CM;
70104936;FL_PUBLICIT;BANDERA NABORS OFICIAL POLIESTER PESADO            MEDIDA: 90X150CM;
99883040;;BANDERA PELIGRO 30 x 40 CM.;NOVATEX
90001721;5553;BANDERA PELIGRO ROJA Y BLANCA 40 X 60 CM APROX.;IND ARG
98562834;5557;BANDERIN CEBRADO ROJO Y BLANCO 70X50 I> TRIANGULO  -PELIGRO I>;
75007657;;BANDERIN COLOR ROJO PARA PERTIGA SAFE WHIP;
60203301;S1700X;BANDIDO TRANSPARENTE UVEXTREME;UVEX
75022443;;BANDOLERA AMARILLO FLUO  ESPECIAL PARA BUNGE       (REFLECTIVO GRIS CONTINUO Y VELCRO EN CINTURA);
75000592;MOD. BARRICK;BANDOLERA C/REFLEC. PARTIDO C/AJUSTE VELCRO -      ABIERTO MODELO BARRICK;SEGUFER
75012475;731;BANDOLERA FLUOR AMARILLO LIMON C/REFFLECTIVO 80 CM;IND ARG
35020041;730;BANDOLERA FLUOR NARANJA C/REFFLECTIVO 80 CM PVC;IND ARG
88888223;BA450R;BANDOLERA REFLEC AMARILLO LIMON FLUOR              CON TIRILLAS REFLEC BA450R;
35020043;0730 tl;BANDOLERA TELA TRUKER NARANJA CON REFLECTIVO;IND ARG
70010053;BRR;BANDOLERA TEXTIL REFLEX REPARTIDA AMARILLA MOD BRR (MAXIMO ESFUERZO);MAXIMO ESF
70010484;BRR;BANDOLERA TEXTIL REFLEX REPARTIDA NARANJA MOD BRR  (MAXIMO ESFUERZO);MAXIMO ESF
